LMK_KEY,ADDRESS1,ADDRESS2,ADDRESS3,POSTCODE,BUILDING_REFERENCE_NUMBER,CURRENT_OPERATIONAL_RATING,YR1_OPERATIONAL_RATING,YR2_OPERATIONAL_RATING,OPERATIONAL_RATING_BAND,ELECTRIC_CO2,HEATING_CO2,RENEWABLES_CO2,PROPERTY_TYPE,INSPECTION_DATE,LOCAL_AUTHORITY,CONSTITUENCY,COUNTY,LODGEMENT_DATE,MAIN_BENCHMARK,MAIN_HEATING_FUEL,OTHER_FUEL,SPECIAL_ENERGY_USES,RENEWABLE_SOURCES,TOTAL_FLOOR_AREA,ANNUAL_THERMAL_FUEL_USAGE,TYPICAL_THERMAL_FUEL_USAGE,ANNUAL_ELECTRICAL_FUEL_USAGE,TYPICAL_ELECTRICAL_FUEL_USAGE,RENEWABLES_FUEL_THERMAL,RENEWABLES_ELECTRICAL,YR1_ELECTRICITY_CO2,YR2_ELECTRICITY_CO2,YR1_HEATING_CO2,YR2_HEATING_CO2,YR1_RENEWABLES_CO2,YR2_RENEWABLES_CO2,AIRCON_PRESENT,AIRCON_KW_RATING,ESTIMATED_AIRCON_KW_RATING,AC_INSPECTION_COMMISSIONED,BUILDING_ENVIRONMENT,BUILDING_CATEGORY,ADDRESS,LOCAL_AUTHORITY_LABEL,CONSTITUENCY_LABEL,POSTTOWN,NOMINATED_DATE,OR_ASSESSMENT_END_DATE,LODGEMENT_DATETIME,OCCUPANCY_LEVEL,UPRN,UPRN_SOURCE
ea16423a9e71048d41a06571e89f6e275bff029870cd5255b2f15f7c19caacb7,Trumpington Park Primary School,Hobson Avenue,Trumpington,CB2 9EG,10000882755,56.0,54.0,51.0,C,42.0,57.0,0.0,Schools And Seasonal Public Buildings,2021-02-17,E07000008,E14000617,Cambridgeshire,2021-05-10,Schools And Seasonal Public Buildings,Natural Gas,,,,3418,86.0,154.0,23.0,40.0,0.0,0.0,46.0,38.0,48.0,52.0,0.0,0.0,N,,,4.0,Heating and Natural Ventilation,S3; ,"Trumpington Park Primary School, Hobson Avenue, Trumpington",Cambridge,Cambridge,CAMBRIDGE,2021-05-01,2021-02-01,2021-05-11 20:54:20,Standard Occupancy,10093697403.0,Address Matched
7c2093cae2de52cb7c78bde0bcb9d45d747d7880d46e0f2655f4a0f7f4e2d368,Chesterton Community College,Gilbert Road,,CB4 3NY,10000879882,35.0,31.0,56.0,B,10.0,355.0,0.0,Dry Sports And Leisure Facility; Fitness And Health Centre; Schools And Seasonal Public Buildings; Swimming Pool Centre,2021-06-10,E07000008,E14000617,Cambridgeshire,2021-06-10,Schools And Seasonal Public Buildings,Natural Gas,,,,13330,137.0,237.0,1.0,58.0,0.0,0.0,10.0,246.0,300.0,306.0,0.0,0.0,Y,,2.0,1.0,Heating and Natural Ventilation,H8; H7; S3; H6; ,"Chesterton Community College, Gilbert Road",Cambridge,Cambridge,CAMBRIDGE,2021-07-20,2021-05-01,2021-06-10 15:36:45,Standard Occupancy,200004213272.0,Address Matched
dda5204edcf0fe8243009b8739a4ba415d7b89c2703b3032a0b5c78161de5b37,Bewick Bridge Community Primary School,Fulbourn Old Drift,,CB1 9ND,10001316172,75.0,81.0,91.0,C,106.0,39.0,0.0,Schools And Seasonal Public Buildings,2020-05-14,E07000008,E14000617,Cambridgeshire,2021-09-27,Schools And Seasonal Public Buildings,Natural Gas,,,,3751,53.0,151.0,51.0,40.0,0.0,0.0,120.0,137.0,35.0,40.0,0.0,0.0,Y,,1.0,3.0,Heating and Natural Ventilation,S3; ,"Bewick Bridge Community Primary School, Fulbourn Old Drift",Cambridge,Cambridge,CAMBRIDGE,2020-10-30,2020-08-30,2021-09-30 19:57:41,Standard Occupancy,10003183176.0,Address Matched
85e7f779c5be561e7c106d17f1737e5c15df371a7ef59b35a15d3a2325a0740f,St. Laurences RC School,,Arbury Road,CB4 2JX,10001725797,72.0,68.0,85.0,C,25.0,33.0,0.0,Schools And Seasonal Public Buildings,2021-10-21,E07000008,E14000617,Cambridgeshire,2021-10-21,Schools And Seasonal Public Buildings,Natural Gas,,,,1539,111.0,161.0,30.0,40.0,0.0,0.0,25.0,35.0,29.0,32.0,0.0,0.0,N,,,4.0,Heating and Natural Ventilation,S3; ,"St. Laurences RC School, Arbury Road",Cambridge,Cambridge,CAMBRIDGE,2021-09-25,2021-08-19,2021-10-21 10:22:35,Standard Occupancy,200004216303.0,Address Matched
dc55890c1cc115e274fcb43a714c4073a6f4d1802d4c7d446d20b7f15143ddd6,Cherry Hinton Church of England Primary School,High Street,Cherry Hinton,CB1 9HH,10001724109,94.0,98.0,97.0,D,28.0,47.0,6.0,Schools And Seasonal Public Buildings,2021-10-29,E07000008,E14000617,Cambridgeshire,2021-10-29,Schools And Seasonal Public Buildings,Natural Gas,,,,1548,155.0,151.0,33.0,40.0,0.0,18.9,32.0,34.0,45.0,44.0,0.0,0.0,N,,,4.0,Heating and Natural Ventilation,S3; ,"Cherry Hinton Church of England Primary School, High Street, Cherry Hinton",Cambridge,Cambridge,CAMBRIDGE,2020-06-01,2020-06-01,2021-10-29 00:13:41,Standard Occupancy,10002564606.0,Address Matched
962eefad9e153bc53473bf42abce769e4e6076455f729205c350f81e827488da,Milton Road Primary School,Ascham Road,,CB4 2BD,10001725080,80.0,71.0,77.0,D,37.0,68.0,0.0,Schools And Seasonal Public Buildings,2021-12-13,E07000008,E14000617,Cambridgeshire,2021-12-13,Schools And Seasonal Public Buildings,Natural Gas,,,,2546,137.0,153.0,26.0,40.0,0.0,0.0,32.0,47.0,60.0,55.0,0.0,0.0,N,,,4.0,Heating and Natural Ventilation,S3; ,"Milton Road Primary School, Ascham Road",Cambridge,Cambridge,CAMBRIDGE,2022-01-01,2021-12-16,2021-12-13 12:04:14,Standard Occupancy,10002568223.0,Energy Assessor
d2c255e21b0e14e54d32f421969cad99fd6e2f7fff5cdbfe5af4d9b8abe1e558,Kings Hedges Primary School,Northfields Avenue,,CB4 2HU,10002080635,94.0,83.0,87.0,D,65.0,110.0,0.0,Schools And Seasonal Public Buildings,2022-03-28,E07000008,E14000617,Cambridgeshire,2022-03-28,Schools And Seasonal Public Buildings,Natural Gas,,,,3572,159.0,155.0,33.0,40.0,0.0,0.0,54.0,66.0,100.0,96.0,0.0,0.0,N,,,4.0,Heating and Natural Ventilation,S3; ,"Kings Hedges Primary School, Northfields Avenue",Cambridge,Cambridge,CAMBRIDGE,2022-05-27,2022-02-28,2022-03-28 09:02:40,Standard Occupancy,200004214182.0,Address Matched
c64e870854bcf5e1ee16739e93e28a6396cc64936edeef43e06189bce700e88e,St. Albans Primary School,Lensfield Road,,CB2 1EN,10002540104,52.0,54.0,,C,19.0,24.0,0.0,Schools And Seasonal Public Buildings,2022-06-09,E07000008,E14000617,Cambridgeshire,2022-06-09,Schools And Seasonal Public Buildings,Natural Gas,,,,1599,77.0,151.0,22.0,40.0,0.0,0.0,22.0,,22.0,,0.0,,Y,,1.0,4.0,Heating and Natural Ventilation,S3; ,"St. Albans Primary School, Lensfield Road",Cambridge,Cambridge,CAMBRIDGE,2020-08-01,2020-06-30,2022-06-09 10:07:25,Standard Occupancy,200004215707.0,Address Matched
acae546b9b3cd911eb9f2a184dc2ce257171a7eff42a5d2f3df3af4a9bcf7e40,Castle School,Courtney Way,,CB4 2EE,10003386899,73.0,88.0,93.0,C,63.0,159.0,10.0,Schools And Seasonal Public Buildings; Swimming Pool Centre,2022-09-21,E07000008,E14000617,Cambridgeshire,2022-10-11,Schools And Seasonal Public Buildings,Natural Gas,,,,4531,181.0,200.0,25.0,51.0,0.0,14.6,60.0,64.0,122.0,132.0,0.0,0.0,N,,,4.0,Heating and Natural Ventilation,S3; H6; ,"Castle School, Courtney Way",Cambridge,Cambridge,CAMBRIDGE,2022-10-17,2022-08-31,2022-10-11 22:28:28,Standard Occupancy,10002562871.0,Energy Assessor
e2d24a93519f360f4fd01948f2d9607f3e71ac6296b23ce0294c7cb24a504bf8,North Cambridge Academy,Arbury Road,,CB4 2JF,10003571595,116.0,,,E,116.0,200.0,0.0,Schools And Seasonal Public Buildings,2022-10-25,E07000008,E14000617,Cambridgeshire,2022-11-22,Schools And Seasonal Public Buildings,Natural Gas,,,,5388,192.0,147.0,39.0,40.0,0.0,0.0,,,,,,,Y,,1.0,1.0,Heating and Natural Ventilation,S3; ,"North Cambridge Academy, Arbury Road",Cambridge,Cambridge,CAMBRIDGE,2022-09-01,2022-08-31,2022-11-22 14:32:49,Standard Occupancy,200004213245.0,Energy Assessor
a961670cf7648f47ac441c5dd1201d7ad8a59438a1d1408aca7671d220f9fb0a,Newnham Croft Primary School,Chedworth Street,,CB3 9JF,10003571635,115.0,105.0,,E,31.0,44.0,0.0,Schools And Seasonal Public Buildings,2022-11-28,E07000008,E14000617,Cambridgeshire,2022-11-28,Schools And Seasonal Public Buildings,Natural Gas,,,,1283,177.0,148.0,44.0,40.0,0.0,0.0,27.0,,45.0,,0.0,,N,,,4.0,Heating and Natural Ventilation,S3; ,"Newnham Croft Primary School, Chedworth Street",Cambridge,Cambridge,CAMBRIDGE,2022-09-30,2022-08-01,2022-11-28 17:29:59,Standard Occupancy,10002565446.0,Energy Assessor
6b50908d82d683e9c8199ded815a100baf3dad995053d79e90423a42085b4a91,Colleges Nursery School,The Centre,Campkin Road,CB4 2LD,10003711336,86.0,104.0,,D,19.0,6.0,0.0,Schools And Seasonal Public Buildings,2022-12-01,E07000008,E14000617,Cambridgeshire,2022-12-02,Schools And Seasonal Public Buildings,Natural Gas,,,,579,58.0,148.0,59.0,40.0,0.0,0.0,26.0,,7.0,,0.0,,N,,,4.0,Heating and Natural Ventilation,S3; ,"Colleges Nursery School, The Centre, Campkin Road",Cambridge,Cambridge,CAMBRIDGE,2023-01-08,2022-10-31,2022-12-02 11:24:27,Standard Occupancy,10002565535.0,Address Matched
4fc4a1391496a44898cb09f9f4122d36b13d16669529bd8b1c69b4a24ec26449,St. Lukes C of E A Primary School,Frenchs Road,,CB4 3JZ,10003826632,74.0,77.0,60.0,C,37.0,20.0,0.0,Schools And Seasonal Public Buildings,2022-11-22,E07000008,E14000617,Cambridgeshire,2023-01-17,Schools And Seasonal Public Buildings,Natural Gas,,,,1521,69.0,148.0,44.0,40.0,0.0,0.0,26.0,19.0,36.0,28.0,4.0,5.0,N,,,4.0,Heating and Natural Ventilation,S3; ,"St. Lukes C of E A Primary School, Frenchs Road",Cambridge,Cambridge,CAMBRIDGE,2022-12-30,2022-10-31,2023-01-17 08:08:38,Standard Occupancy,10002565448.0,Address Matched
c45e8e4fbc3a27707e50b89d6ee13f0e8bc3618515a6a20b29a11f40dbb93647,Homerton Early Years Centre,Holbrook Road,,CB1 7ST,10004086175,88.0,102.0,,D,24.0,16.0,0.0,Schools And Seasonal Public Buildings,2023-03-20,E07000008,E14000934,Cambridgeshire,2023-03-22,Schools And Seasonal Public Buildings,Natural Gas,,,,791,104.0,159.0,55.0,48.0,0.0,0.0,27.0,,16.0,,0.0,,N,,,4.0,Heating and Natural Ventilation,S3; ,"Homerton Early Years Centre, Holbrook Road",Cambridge,South Cambridgeshire,CAMBRIDGE,2023-04-02,2023-01-31,2023-03-22 15:15:04,Extended Occupancy,200004211635.0,Address Matched
3947f679df2f600795f5864ca3333f7782e610cfc15c5a8a9934976ff3d6f39a,ST ETHELDREDA,St Bede's Interchurch School,Birdwood Road,CB1 3TD,10004530972,60.0,53.0,57.0,C,25.0,8.0,1.0,Schools And Seasonal Public Buildings,2022-02-16,E07000008,E14000617,Cambridgeshire,2023-06-05,Schools And Seasonal Public Buildings,Natural Gas,,,,1112,38.0,148.0,41.0,40.0,0.0,7.3,24.0,24.0,8.0,8.0,0.0,0.0,N,,,4.0,Heating and Natural Ventilation,S3; ,"ST ETHELDREDA, St Bede's Interchurch School, Birdwood Road",Cambridge,Cambridge,CAMBRIDGE,2023-02-28,2022-12-31,2023-06-05 17:47:16,Standard Occupancy,200004213714.0,Address Matched
fed20385ab14721d714b29644886f932ba32cdece21cce520b12e9f21c6df7da,MAIN BUILDING,St.Bede's Interchurch School,Birdwood Road,CB1 3TD,10004530762,60.0,53.0,57.0,C,98.0,32.0,7.0,Schools And Seasonal Public Buildings,2022-02-16,E07000008,E14000617,Cambridgeshire,2023-06-05,Schools And Seasonal Public Buildings,Natural Gas,,,,4310,38.0,148.0,41.0,40.0,0.0,7.3,92.0,91.0,29.0,32.0,2.0,0.0,Y,,2.0,1.0,Heating and Natural Ventilation,S3; ,"MAIN BUILDING, St.Bede's Interchurch School, Birdwood Road",Cambridge,Cambridge,CAMBRIDGE,2023-02-28,2022-12-31,2023-06-05 17:36:47,Standard Occupancy,200004213714.0,Address Matched
7144892f604d9e5034ea57776c443defb9d7ff48ada5240f257b6358a9219d28,"ST. CUTHBERTGÇÖS, ARTS, DRAMA AND THEOLOGY BLOCK",St.Bede's Interchurch School,Birdwood Road,CB1 3TD,10004531003,64.0,61.0,64.0,C,54.0,23.0,4.0,Schools And Seasonal Public Buildings,2022-02-16,E07000008,E14000617,Cambridgeshire,2023-06-05,Schools And Seasonal Public Buildings,Natural Gas,,,,2389,51.0,148.0,41.0,40.0,0.0,7.3,51.0,51.0,25.0,27.0,1.0,0.0,Y,,2.0,1.0,Heating and Natural Ventilation,S3; ,"ST. CUTHBERTGÇÖS, ARTS, DRAMA AND THEOLOGY BLOCK, St.Bede's Interchurch School, Birdwood Road",Cambridge,Cambridge,CAMBRIDGE,2023-02-28,2022-12-31,2023-06-05 17:44:11,Standard Occupancy,200004213714.0,Address Matched
