LMK_KEY,ADDRESS1,ADDRESS2,ADDRESS3,POSTCODE,BUILDING_REFERENCE_NUMBER,CURRENT_OPERATIONAL_RATING,YR1_OPERATIONAL_RATING,YR2_OPERATIONAL_RATING,OPERATIONAL_RATING_BAND,ELECTRIC_CO2,HEATING_CO2,RENEWABLES_CO2,PROPERTY_TYPE,INSPECTION_DATE,LOCAL_AUTHORITY,CONSTITUENCY,COUNTY,LODGEMENT_DATE,MAIN_BENCHMARK,MAIN_HEATING_FUEL,OTHER_FUEL,SPECIAL_ENERGY_USES,RENEWABLE_SOURCES,TOTAL_FLOOR_AREA,ANNUAL_THERMAL_FUEL_USAGE,TYPICAL_THERMAL_FUEL_USAGE,ANNUAL_ELECTRICAL_FUEL_USAGE,TYPICAL_ELECTRICAL_FUEL_USAGE,RENEWABLES_FUEL_THERMAL,RENEWABLES_ELECTRICAL,YR1_ELECTRICITY_CO2,YR2_ELECTRICITY_CO2,YR1_HEATING_CO2,YR2_HEATING_CO2,YR1_RENEWABLES_CO2,YR2_RENEWABLES_CO2,AIRCON_PRESENT,AIRCON_KW_RATING,ESTIMATED_AIRCON_KW_RATING,AC_INSPECTION_COMMISSIONED,BUILDING_ENVIRONMENT,BUILDING_CATEGORY,ADDRESS,LOCAL_AUTHORITY_LABEL,CONSTITUENCY_LABEL,POSTTOWN,NOMINATED_DATE,OR_ASSESSMENT_END_DATE,LODGEMENT_DATETIME,OCCUPANCY_LEVEL,UPRN,UPRN_SOURCE
80766730202013110510051776800930,,Colleges Nursery & Family Centre,Campkin Road,CB4 2LD,529623870000,104.0,,,E,26.0,7.0,0.0,Schools And Seasonal Public Buildings,2013-07-16,E07000008,E14000617,Cambridgeshire County,2013-11-05,Schools And Seasonal Public Buildings,Natural Gas,,Not applicable,Not applicable,576,65.0,168.0,84.0,44.0,0.0,0.0,,,,,,,No,,,5.0,Heating and Natural Ventilation,S3;,"Colleges Nursery & Family Centre, Campkin Road",Cambridge,Cambridge,CAMBRIDGE,2013-01-09,2013-01-05,2013-11-05 10:05:17,Extended Occupancy,10002565535.0,Address Matched
85960470802013111323015104630920,MUD LANE BLOCK,Parkside Community College,Parkside,CB1 1EH,688077600003,89.0,,,D,49.0,48.0,0.0,Schools And Seasonal Public Buildings,2013-02-14,E07000008,E14000617,Cambridgeshire County,2013-11-13,Schools And Seasonal Public Buildings,Natural Gas,,,,1597,156.0,185.0,56.0,59.0,0.0,0.0,,,,,,,No,,,4.0,Heating and Natural Ventilation,S3;,"MUD LANE BLOCK, Parkside Community College, Parkside",Cambridge,Cambridge,CAMBRIDGE,2012-10-01,2012-07-30,2013-11-13 23:01:51,Extended Occupancy,200004214443.0,Address Matched
93644635012014071512360607039300,SPORTS HALL,North Cambridge Academy,Arbury Road,CB4 2JF,307957300003,140.0,,,F,30.0,25.0,0.0,Schools And Seasonal Public Buildings,2014-07-07,E07000008,E14000617,Cambridgeshire County,2014-07-15,Schools And Seasonal Public Buildings,Natural Gas,,,,617,211.0,184.0,89.0,52.0,0.0,0.0,,,,,,,No,,,4.0,Heating and Mechanical Ventilation,S3;,"SPORTS HALL, North Cambridge Academy, Arbury Road",Cambridge,Cambridge,CAMBRIDGE,2014-04-01,2014-01-31,2014-07-15 12:36:06,Extended Occupancy,200004213245.0,Address Matched
93635950022014071512304803030334,DRAMA STUDIO/WORKSHOP,North Cambridge Academy,Arbury Road,CB4 2JF,307957300004,169.0,,,G,30.0,25.0,0.0,Schools And Seasonal Public Buildings,2014-07-07,E07000008,E14000617,Cambridgeshire County,2014-07-15,Schools And Seasonal Public Buildings,Natural Gas,,,,613,214.0,163.0,89.0,40.0,0.0,0.0,,,,,,,No,,,4.0,Heating and Natural Ventilation,S3;,"DRAMA STUDIO/WORKSHOP, North Cambridge Academy, Arbury Road",Cambridge,Cambridge,CAMBRIDGE,2014-04-01,2014-02-01,2014-07-15 12:30:48,Standard Occupancy,200004213245.0,Address Matched
81031850962014101311563226900730,,Trumpington Meadows Primary School,Kestrel Rise,CB2 9AY,325058610000,82.0,,,D,82.0,51.0,0.0,Schools And Seasonal Public Buildings,2014-10-13,E07000008,E14000617,Cambridgeshire County,2014-10-13,Schools And Seasonal Public Buildings,Natural Gas,,,,3237,82.0,146.0,46.0,40.0,0.0,0.0,,,,,,,Yes,,2.0,5.0,Heating and Mechanical Ventilation,S3;,"Trumpington Meadows Primary School, Kestrel Rise",Cambridge,Cambridge,CAMBRIDGE,2014-12-03,2014-09-03,2014-10-13 11:56:32,Standard Occupancy,10090708584.0,Address Matched
99616612052015022814451607049566,"ST. CUTHBERTGÇÖS, ARTS, DRAMA AND THEOLOGY BLOCK",St.Bedes Interchurch School,Birdwood Road,CB1 3TD,566627160004,89.0,,,D,54.0,34.0,0.0,Schools And Seasonal Public Buildings,2015-02-09,E07000008,E14000617,Cambridgeshire County,2015-02-28,Schools And Seasonal Public Buildings,Natural Gas,,,,1983,88.0,142.0,50.0,40.0,0.0,0.0,,,,,,,Yes,,1.0,5.0,Heating and Natural Ventilation,S3;,"ST. CUTHBERTGÇÖS, ARTS, DRAMA AND THEOLOGY BLOCK, St.Bedes Interchurch School, Birdwood Road",Cambridge,Cambridge,CAMBRIDGE,2015-01-01,2014-11-30,2015-02-28 14:45:16,Standard Occupancy,200004213714.0,Address Matched
107151457952015112016114903919444,THE EARLY YEARS BUILDING,Morley Memorial Primary School,91 Blinco Grove,CB1 7TX,440673840001,76.0,,,D,5.0,7.0,0.0,Schools And Seasonal Public Buildings,2015-10-15,E07000008,E14000934,Cambridgeshire County,2015-11-20,Schools And Seasonal Public Buildings,Natural Gas,,Not applicable,Not applicable,312,118.0,158.0,31.0,40.0,0.0,0.0,,,,,,,No,,,5.0,Heating and Natural Ventilation,S3;,"THE EARLY YEARS BUILDING, Morley Memorial Primary School, 91 Blinco Grove",Cambridge,South Cambridgeshire,CAMBRIDGE,2015-11-16,2015-11-02,2015-11-20 16:11:49,Standard Occupancy,200004172832.0,Address Matched
113200340062016080111350450960743,MUSIC BLOCK,Chesterton Community College,Gilbert Road,CB4 3NY,455247010003,141.0,,,F,17.0,12.0,0.0,Schools And Seasonal Public Buildings,2016-06-13,E07000008,E14000617,Cambridgeshire County,2016-08-01,Schools And Seasonal Public Buildings,Natural Gas,,,,407,148.0,146.0,77.0,40.0,0.0,0.0,,,,,,,No,,,4.0,Heating and Natural Ventilation,S3;,"MUSIC BLOCK, Chesterton Community College, Gilbert Road",Cambridge,Cambridge,CAMBRIDGE,2016-08-30,2016-05-31,2016-08-01 11:35:04,Standard Occupancy,200004213272.0,Address Matched
113206270502016080111324317040960,DRAMA BLOCK,Chesterton Community College,Gilbert Road,CB4 3NY,455247010004,141.0,,,F,18.0,12.0,0.0,Schools And Seasonal Public Buildings,2016-06-13,E07000008,E14000617,Cambridgeshire County,2016-08-01,Schools And Seasonal Public Buildings,Natural Gas,,,,421,148.0,146.0,77.0,40.0,0.0,0.0,,,,,,,No,,,4.0,Heating and Natural Ventilation,S3;,"DRAMA BLOCK, Chesterton Community College, Gilbert Road",Cambridge,Cambridge,CAMBRIDGE,2016-08-30,2016-05-31,2016-08-01 11:32:43,Standard Occupancy,200004213272.0,Address Matched
71253974952016080111382107029415,SCIENCE BLOCK,Chesterton Community College,Gilbert Road,CB4 3NY,455247010002,139.0,,,F,36.0,24.0,0.0,Schools And Seasonal Public Buildings,2016-06-13,E07000008,E14000617,Cambridgeshire County,2016-08-01,Schools And Seasonal Public Buildings,Natural Gas,,,,844,148.0,150.0,77.0,40.0,0.0,0.0,,,,,,,No,,,4.0,Heating and Natural Ventilation,S3;,"SCIENCE BLOCK, Chesterton Community College, Gilbert Road",Cambridge,Cambridge,CAMBRIDGE,2016-07-23,2016-05-31,2016-08-01 11:38:21,Standard Occupancy,200004213272.0,Address Matched
117505456132016112416400645900495,STUDIO BLOCK,St. Laurences RC School,Arbury Road,CB4 2JX,556542230001,82.0,,,D,6.0,6.0,0.0,Schools And Seasonal Public Buildings,2016-11-24,E07000008,E14000617,Cambridgeshire County,2016-11-24,Schools And Seasonal Public Buildings,Natural Gas,,,,305,106.0,149.0,39.0,40.0,0.0,0.0,,,,,,,No,,,4.0,Heating and Natural Ventilation,S3;,"STUDIO BLOCK, St. Laurences RC School, Arbury Road",Cambridge,Cambridge,CAMBRIDGE,2016-11-30,2016-08-31,2016-11-24 16:40:06,Standard Occupancy,200004216303.0,Address Matched
92240310962016121311454087920340,,Nuffield Road Medical Centre,10 Pippin Drive,CB4 1GL,484516730000,85.0,48.0,,D,21.0,23.0,6.0,Schools And Seasonal Public Buildings,2015-12-17,E07000008,E14000617,Cambridgeshire County,2016-12-13,Schools And Seasonal Public Buildings,Natural Gas,,,,1036,115.0,146.0,38.0,40.0,0.0,22.9,21.0,,19.0,,9.0,,No,,,4.0,Heating and Natural Ventilation,S3;,"Nuffield Road Medical Centre, 10 Pippin Drive",Cambridge,Cambridge,CAMBRIDGE,2016-12-30,2016-09-30,2016-12-13 11:45:40,Standard Occupancy,200004214064.0,Address Matched
119997600062017031613100725970623,DINING HALL,Fawcett Cp School,Alpha Terrace,CB2 9FS,226603570003,50.0,,,B,10.0,3.0,0.0,Schools And Seasonal Public Buildings,2017-03-16,E07000008,E14000617,Cambridgeshire County,2017-03-16,Schools And Seasonal Public Buildings,Natural Gas,,,,509,32.0,149.0,35.0,40.0,0.0,0.0,,,,,,,No,,,4.0,Heating and Natural Ventilation,S3;,"DINING HALL, Fawcett Cp School, Alpha Terrace",Cambridge,Cambridge,CAMBRIDGE,2016-11-30,2016-08-31,2017-03-16 13:10:07,Standard Occupancy,10002565445.0,Address Matched
80771217012017032416325801909680,,Brunswick Nursery School,Young Street,CB1 2LZ,603871380000,106.0,,,E,10.0,5.0,0.0,Schools And Seasonal Public Buildings,2016-11-09,E07000008,E14000617,Cambridgeshire County,2017-03-24,Schools And Seasonal Public Buildings,Natural Gas,,Not applicable,Not applicable,284,93.0,158.0,68.0,40.0,0.0,0.0,,,,,,,No,,,5.0,Heating and Natural Ventilation,S3;,"Brunswick Nursery School, Young Street",Cambridge,Cambridge,CAMBRIDGE,2017-03-26,2017-02-02,2017-03-24 16:32:58,Standard Occupancy,200004215249.0,Address Matched
111950570922017032714113883020630,,Chesterton Primary School,Green End Road,CB4 1RW,382877310000,82.0,,,D,25.0,30.0,0.0,Schools And Seasonal Public Buildings,2016-12-06,E07000008,E14000617,Cambridgeshire County,2017-03-27,Schools And Seasonal Public Buildings,Natural Gas,,,,1255,122.0,157.0,36.0,40.0,0.0,0.0,,,,,,,Yes,,2.0,4.0,Heating and Natural Ventilation,S3;,"Chesterton Primary School, Green End Road",Cambridge,Cambridge,CAMBRIDGE,2017-03-01,2017-01-26,2017-03-27 14:11:38,Standard Occupancy,200004213848.0,Address Matched
125370745012017092115384607059300,GYM AND BOXING,North Cambridge Academy,Arbury Road,CB4 2JF,307957300005,68.0,,,C,20.0,7.0,0.0,Schools And Seasonal Public Buildings,2017-08-04,E07000008,E14000617,Cambridgeshire County,2017-09-21,Schools And Seasonal Public Buildings,Natural Gas,,,,772,44.0,153.0,48.0,40.0,0.0,0.0,,,,,,,Yes,,1.0,5.0,Heating and Natural Ventilation,S3;,"GYM AND BOXING, North Cambridge Academy, Arbury Road",Cambridge,Cambridge,CAMBRIDGE,2017-06-30,2017-03-31,2017-09-21 15:38:46,Standard Occupancy,200004213245.0,Address Matched
121371455912017121818233305009369,,Trumpington Community College,Lime Avenue,CB2 9FD,395455860000,63.0,,,C,181.0,107.0,23.0,Schools And Seasonal Public Buildings; Dry Sports And Leisure Facility,2017-06-15,E07000008,E14000617,Cambridgeshire County,2017-12-18,Schools And Seasonal Public Buildings,Natural Gas,,,: 41920 kWh Electricity,7624,,,,,,,,,,,,,Yes,,1.0,3.0,Heating and Mechanical Ventilation,S3; H8;,"Trumpington Community College, Lime Avenue",Cambridge,Cambridge,CAMBRIDGE,2017-10-01,2017-08-30,2017-12-18 18:23:33,Standard Occupancy,10091727829.0,Address Matched
128485954212019042915413309009824,,Trumpington Park Primary School,Hobson Avenue,CB2 9EG,844349120000,51.0,,,C,38.0,52.0,0.0,Schools And Seasonal Public Buildings,2019-04-25,E07000008,E14000617,Cambridgeshire County,2019-04-29,Schools And Seasonal Public Buildings,Natural Gas,,,,3418,78.0,154.0,20.0,40.0,0.0,0.0,,,,,,,No,,,4.0,Heating and Natural Ventilation,S3;,"Trumpington Park Primary School, Hobson Avenue",Cambridge,Cambridge,CAMBRIDGE,2019-05-01,2019-02-06,2019-04-29 15:41:33,Standard Occupancy,10093697403.0,Address Matched
146455991932019070913451224000891,SCIENCE,The Netherhall School,Queen Ediths Way,CB1 8NN,916481960009,83.0,,,D,20.0,12.0,0.0,Schools And Seasonal Public Buildings,2019-05-22,E07000008,E14000934,Cambridgeshire County,2019-07-09,Schools And Seasonal Public Buildings,Natural Gas,,,,724,83.0,155.0,49.0,40.0,0.0,0.0,,,,,,,Yes,,2.0,3.0,Heating and Natural Ventilation,S3;,"SCIENCE, The Netherhall School, Queen Ediths Way",Cambridge,South Cambridgeshire,CAMBRIDGE,2019-03-31,2019-02-01,2019-07-09 13:45:12,Standard Occupancy,200004202889.0,Address Matched
146453880022019070913441119250298,DT/MUSIC BLOCK,The Netherhall School,Queen Ediths Way,CB1 8NN,916481960008,83.0,94.0,90.0,D,36.0,22.0,0.0,Schools And Seasonal Public Buildings,2019-05-22,E07000008,E14000934,Cambridgeshire County,2019-07-09,Schools And Seasonal Public Buildings,Natural Gas,,,,1334,83.0,155.0,49.0,40.0,0.0,0.0,41.0,40.0,22.0,22.0,0.0,0.0,Yes,,2.0,3.0,Heating and Natural Ventilation,S3;,"DT/MUSIC BLOCK, The Netherhall School, Queen Ediths Way",Cambridge,South Cambridgeshire,CAMBRIDGE,2019-03-31,2019-02-01,2019-07-09 13:44:11,Standard Occupancy,200004202889.0,Address Matched
146455828212019070913432701079961,C BLOCK,The Netherhall School,Queen Ediths Way,CB1 8NN,916481960007,83.0,94.0,89.0,D,74.0,45.0,0.0,Schools And Seasonal Public Buildings,2019-05-22,E07000008,E14000934,Cambridgeshire County,2019-07-09,Schools And Seasonal Public Buildings,Natural Gas,,,,2758,83.0,155.0,49.0,40.0,0.0,0.0,71.0,70.0,37.0,38.0,0.0,0.0,Yes,,2.0,3.0,Heating and Natural Ventilation,S3;,"C BLOCK, The Netherhall School, Queen Ediths Way",Cambridge,South Cambridgeshire,CAMBRIDGE,2019-03-31,2019-02-01,2019-07-09 13:43:27,Standard Occupancy,200004202889.0,Address Matched
903bef4ea7834ccf224601207600242537bf7fe0183f66642134b296c418beca,Fawcett Primary School,,Alpha Terrace,CB2 9FS,10000871823,78.0,79.0,60.0,D,56.0,69.0,0.0,Schools And Seasonal Public Buildings,2020-10-21,E07000008,E14000617,Cambridgeshire,2020-10-21,Schools And Seasonal Public Buildings,Natural Gas,,,,3115,114.0,151.0,33.0,40.0,0.0,0.0,72.0,44.0,55.0,55.0,2.0,0.0,Y,,1.0,5.0,Heating and Natural Ventilation,S3; ,"Fawcett Primary School, Alpha Terrace",Cambridge,Cambridge,CAMBRIDGE,2020-09-26,2020-08-12,2020-10-21 00:00:00,Standard Occupancy,10002565445.0,Address Matched
54809eb101d93a2e5f13cdf08f2ee0202cc4aae0efd5d514987c437769ce4a8e,St Paul's C of E (VA) Primary School,Coronation Street,,CB2 1HJ,10000876716,95.0,101.0,106.0,D,19.0,38.0,5.0,Schools And Seasonal Public Buildings,2020-11-04,E07000008,E14000617,Cambridgeshire,2020-11-04,Schools And Seasonal Public Buildings,Natural Gas,,,,1174,166.0,151.0,30.0,40.0,0.0,23.4,22.0,22.0,38.0,43.0,4.0,5.0,Y,,1.0,4.0,Heating and Natural Ventilation,S3; ,"St Paul's C of E (VA) Primary School, Coronation Street",Cambridge,Cambridge,CAMBRIDGE,2020-11-10,2020-09-29,2020-11-04 00:00:00,Standard Occupancy,200004215485.0,Address Matched
886b12b5d5348cef5e6d1538ca3f557d74058206906a42df18b74a6a1858793e,Shirley Community Nursery and Primary School (Upper Site),Nuffield Road,,CB4 1TF,10000876104,83.0,90.0,94.0,D,77.0,74.0,0.0,Schools And Seasonal Public Buildings,2020-05-21,E07000008,E14000617,Cambridgeshire,2020-11-30,Schools And Seasonal Public Buildings,Natural Gas,,,,3571,107.0,151.0,39.0,40.0,0.0,0.0,98.0,101.0,65.0,76.0,0.0,0.0,N,,,4.0,Heating and Natural Ventilation,S3; ,"Shirley Community Nursery and Primary School (Upper Site), Nuffield Road",Cambridge,Cambridge,CAMBRIDGE,2020-06-19,2020-04-29,2020-11-30 00:00:00,Standard Occupancy,200004214065.0,Address Matched
d98e10254be793abf76c3cedd23777c387a4a97f4b6dfce8fad4196d23bbf8dd,Morley Memorial Primary School,91 Blinco Grove,,CB1 7TX,10000874340,91.0,109.0,111.0,D,35.0,74.0,0.0,Schools And Seasonal Public Buildings,2020-11-30,E07000008,E14000934,Cambridgeshire,2020-11-30,Schools And Seasonal Public Buildings,Natural Gas,,,,2335,164.0,151.0,27.0,40.0,0.0,0.0,64.0,62.0,40.0,42.0,0.0,0.0,N,,,4.0,Heating and Natural Ventilation,S3; ,"Morley Memorial Primary School, 91 Blinco Grove",Cambridge,South Cambridgeshire,CAMBRIDGE,2020-12-07,2020-09-30,2020-11-30 00:00:00,Standard Occupancy,200004172832.0,Address Matched
2260bf498ac3f1f5e19670d37e6e00621280da0c60e25ad67460d2f4dc8c2c1c,St. Philips C of E Primary School,2 Vinery Way,,CB1 3DR,10000877149,74.0,85.0,87.0,C,30.0,52.0,5.0,Schools And Seasonal Public Buildings,2020-12-16,E07000008,E14000617,Cambridgeshire,2020-12-16,Schools And Seasonal Public Buildings,Natural Gas,,,,2164,124.0,151.0,25.0,40.0,0.0,16.4,44.0,43.0,50.0,55.0,3.0,4.0,Y,,1.0,5.0,Heating and Natural Ventilation,S3; ,"St. Philips C of E Primary School, 2 Vinery Way",Cambridge,Cambridge,CAMBRIDGE,2020-12-16,2020-10-23,2020-12-16 00:00:00,Standard Occupancy,200004184633.0,Address Matched
d7f0e90fd1e4a1c7f097fa6f0ab02ee13e788678aaae5277a2a6ff5ebfacc5ec,Mayfield Primary School,Warwick Road,,CB4 3HN,10000874129,71.0,90.0,82.0,C,58.0,68.0,0.0,Schools And Seasonal Public Buildings,2020-12-29,E07000008,E14000617,Cambridgeshire,2020-12-29,Schools And Seasonal Public Buildings,Natural Gas,,,,2782,127.0,174.0,38.0,55.0,0.0,0.0,75.0,69.0,85.0,79.0,0.0,0.0,N,,,4.0,Heating and Natural Ventilation,S3; ,"Mayfield Primary School, Warwick Road",Cambridge,Cambridge,CAMBRIDGE,2021-01-01,2020-10-30,2020-12-29 00:00:00,Extended Occupancy,10002565450.0,Address Matched
926d70bea1c57cdf1c4846be8bbd9020e536f98090e9c84c934588f64562c9da,St. Luke's Church of England Primary School,Frenchs Road,,CB4 3JZ,10000876997,60.0,89.0,84.0,C,19.0,28.0,5.0,Schools And Seasonal Public Buildings,2021-01-22,E07000008,E14000617,Cambridgeshire,2021-01-22,Schools And Seasonal Public Buildings,Natural Gas,,,,1521,95.0,151.0,22.0,40.0,0.0,22.5,35.0,30.0,34.0,37.0,5.0,0.0,N,,,4.0,Heating and Natural Ventilation,S3; ,"St. Luke's Church of England Primary School, Frenchs Road",Cambridge,Cambridge,CAMBRIDGE,2020-12-30,2020-10-11,2021-01-22 16:45:08,Standard Occupancy,10002565448.0,Address Matched
22afd0da36094ef231e4d9421cb67d1f757c7d69683a776f267e70cb976e67e5,MILTON ROAD PRIMARY SCHOOL,ASCHAM ROAD,CAMBRIDGE,CB4 2BD,10000874272,71.0,77.0,96.0,C,32.0,60.0,0.0,Schools And Seasonal Public Buildings,2020-12-22,E07000008,E14000617,Cambridgeshire,2021-02-01,Schools And Seasonal Public Buildings,Natural Gas,,,,2546,121.0,149.0,23.0,40.0,0.0,0.0,47.0,65.0,55.0,64.0,0.0,0.0,N,,,4.0,Heating and Natural Ventilation,S3; ,"MILTON ROAD PRIMARY SCHOOL, ASCHAM ROAD, CAMBRIDGE",Cambridge,Cambridge,CAMBRIDGE,2021-01-01,2020-12-31,2021-02-01 09:49:29,Standard Occupancy,10002568223.0,Address Matched
4a2831c3946e0175abac7876ef6151e6d04f4756f6c7495c752da9bc29d6dfd0,ST LUKES CHURCH OF ENGLAND PRIMARY SCHOOL,FRENCHS ROAD,CAMBRIDGE,CB4 3JZ,10000876620,70.0,89.0,84.0,C,22.0,32.0,0.0,Schools And Seasonal Public Buildings,2021-01-28,E07000008,E14000617,Cambridgeshire,2021-02-03,Schools And Seasonal Public Buildings,Natural Gas,,,,1521,109.0,148.0,26.0,40.0,0.0,0.0,35.0,30.0,34.0,37.0,5.0,0.0,N,,,4.0,Heating and Natural Ventilation,S3; ,"ST LUKES CHURCH OF ENGLAND PRIMARY SCHOOL, FRENCHS ROAD, CAMBRIDGE",Cambridge,Cambridge,CAMBRIDGE,2020-12-30,2020-11-30,2021-02-03 11:35:29,Standard Occupancy,10002565448.0,Address Matched
41fbf01290f3611e80e8da6e583c9bc4d913fe9d34714aad32b7b7a0e00a78e9,Grove Primary School,Campkin Road,,CB4 2NB,10000872251,87.0,79.0,69.0,D,61.0,125.0,0.0,Schools And Seasonal Public Buildings; Swimming Pool Centre,2021-01-24,E07000008,E14000617,Cambridgeshire,2021-02-07,Schools And Seasonal Public Buildings,Natural Gas,,,,2950,218.0,218.0,38.0,55.0,0.0,0.0,89.0,79.0,83.0,71.0,0.0,0.0,Y,,1.0,3.0,Heating and Natural Ventilation,S3; H6; ,"Grove Primary School, Campkin Road",Cambridge,Cambridge,CAMBRIDGE,2021-01-24,2020-12-31,2021-02-07 17:49:14,Standard Occupancy,10002565458.0,Address Matched
7b265067f62ebef76d5cce83dbf21c476ff75d197c8ba84cefbfb350a1cd0122,Queen Edith Cp School,Godwin Way,,CB1 8QP,10000875470,53.0,62.0,64.0,C,37.0,42.0,0.0,Schools And Seasonal Public Buildings,2021-02-07,E07000008,E14000934,Cambridgeshire,2021-02-07,Schools And Seasonal Public Buildings,Natural Gas,,,,2935,73.0,148.0,23.0,40.0,0.0,0.0,42.0,44.0,54.0,52.0,0.0,0.0,N,,,4.0,Heating and Natural Ventilation,S3; ,"Queen Edith Cp School, Godwin Way",Cambridge,South Cambridgeshire,CAMBRIDGE,2021-02-01,2020-11-30,2021-02-11 15:04:55,Standard Occupancy,10002565457.0,Address Matched
4fb335186be645f3b03125f5642f2aac128ec70818244af817830e35f51aae38,Chesterton Primary School,Green End Road,,CB4 1RW,10000870724,104.0,120.0,93.0,E,30.0,37.0,0.0,Schools And Seasonal Public Buildings,2021-02-11,E07000008,E14000617,Cambridgeshire,2021-02-11,Schools And Seasonal Public Buildings,Natural Gas,,,,1255,151.0,150.0,43.0,40.0,0.0,0.0,32.0,25.0,45.0,36.0,0.0,0.0,Y,,2.0,3.0,Heating and Natural Ventilation,S3; ,"Chesterton Primary School, Green End Road",Cambridge,Cambridge,CAMBRIDGE,2021-03-01,2021-01-07,2021-02-11 16:31:52,Standard Occupancy,200004213848.0,Address Matched
7e9fb70894f4a886dc4abff7e21a4606529dee7cbb6d819dc830e81d5d35e999,Arbury Primary School,Carlton Way,,CB4 2DE,10000869403,75.0,55.0,47.0,C,19.0,73.0,0.0,Schools And Seasonal Public Buildings,2021-03-11,E07000008,E14000617,Cambridgeshire,2021-03-20,Schools And Seasonal Public Buildings,Natural Gas,,,,2366,159.0,154.0,15.0,40.0,0.0,0.0,17.0,17.0,49.0,41.0,0.0,0.0,N,,,4.0,Heating and Natural Ventilation,S3; ,"Arbury Primary School, Carlton Way",Cambridge,Cambridge,CAMBRIDGE,2021-04-30,2021-01-31,2021-03-20 10:25:05,Standard Occupancy,10002565449.0,Address Matched
3e37b278a0363bce1d2609fbebfae01fa37c493af80e65fc12194a5392eea132,Colville Primary School,Colville Road,,CB1 9EJ,10000870951,37.0,47.0,49.0,B,25.0,35.0,0.0,Schools And Seasonal Public Buildings,2020-12-09,E07000008,E14000617,Cambridgeshire,2021-03-24,Schools And Seasonal Public Buildings,Natural Gas,,,,3087,58.0,154.0,15.0,40.0,0.0,0.0,34.0,34.0,41.0,45.0,0.0,0.0,N,,,4.0,Heating and Natural Ventilation,S3; ,"Colville Primary School, Colville Road",Cambridge,Cambridge,CAMBRIDGE,2021-04-29,2021-01-30,2021-03-24 17:45:31,Standard Occupancy,10002565459.0,Address Matched
997ad2681fc4f73675878fbe3d76dd7809d0c785cadc5b367d7dbf6747349328,Spinney Primary School,Hayster Drive,,CB1 9PB,10000876354,120.0,130.0,130.0,E,36.0,32.0,0.0,Schools And Seasonal Public Buildings,2021-03-26,E07000008,E14000617,Cambridgeshire,2021-03-26,Schools And Seasonal Public Buildings,Natural Gas,,,,1098,148.0,150.0,60.0,40.0,0.0,0.0,40.0,40.0,33.0,35.0,0.0,0.0,N,,,4.0,Heating and Natural Ventilation,S3; ,"Spinney Primary School, Hayster Drive",Cambridge,Cambridge,CAMBRIDGE,2021-01-30,2020-10-31,2021-03-26 09:48:03,Standard Occupancy,200004213675.0,Address Matched
343e285e29514d5989688df4b4f5040bbc19ef64cb62c2b9bbc357716dd2251c,MAIN BUILDING,St  Bedes Interchurch School,Birdwood Road,CB1 3TD,10000881170,57.0,67.0,74.0,C,91.0,32.0,0.0,Schools And Seasonal Public Buildings,2021-04-14,E07000008,E14000617,Cambridgeshire,2021-04-14,Schools And Seasonal Public Buildings,Natural Gas,,,,4310,39.0,148.0,38.0,40.0,0.0,0.0,116.0,94.0,41.0,77.0,0.0,0.0,N,,,4.0,Heating and Natural Ventilation,S3; ,"MAIN BUILDING, St  Bedes Interchurch School, Birdwood Road",Cambridge,Cambridge,CAMBRIDGE,2021-02-28,2020-11-30,2021-04-14 16:57:35,Standard Occupancy,200004213714.0,Address Matched
157175cde60b2d0144485f3f44f110fc870796ed57092360a685666fdb158809,"ST. CUTHBERTGÇÖS, ARTS, DRAMA AND THEOLOGY BLOCK",St Bedes Interchurch School,Birdwood Road,CB1 3TD,10000882301,64.0,75.0,72.0,C,51.0,27.0,0.0,Schools And Seasonal Public Buildings,2021-04-14,E07000008,E14000617,Cambridgeshire,2021-04-14,Schools And Seasonal Public Buildings,Natural Gas,,,,2389,57.0,148.0,38.0,40.0,0.0,0.0,65.0,52.0,28.0,36.0,0.0,0.0,Y,,1.0,4.0,Heating and Natural Ventilation,S3; ,"ST. CUTHBERTGÇÖS, ARTS, DRAMA AND THEOLOGY BLOCK, St Bedes Interchurch School, Birdwood Road",Cambridge,Cambridge,CAMBRIDGE ,2021-02-28,2020-11-29,2021-04-14 17:05:55,Standard Occupancy,200004213714.0,Address Matched
2e29b2cc0d4ffb0bd70065c3e82f3f4aa700a062e92f645c5052b44cfc86c20a,ST ETHELDREDA,St Bedes Interchurch School,Birdwood Road,CB1 3TD,10000882163,57.0,68.0,74.0,C,24.0,8.0,0.0,Schools And Seasonal Public Buildings,2021-04-14,E07000008,E14000617,Cambridgeshire,2021-04-14,Schools And Seasonal Public Buildings,Natural Gas,,,,1112,39.0,148.0,38.0,40.0,0.0,0.0,30.0,24.0,11.0,20.0,0.0,0.0,Y,,1.0,4.0,Heating and Natural Ventilation,S3; ,"ST ETHELDREDA, St Bedes Interchurch School, Birdwood Road",Cambridge,Cambridge,CAMBRIDGE,2021-02-28,2020-11-29,2021-04-14 17:09:41,Standard Occupancy,200004213714.0,Address Matched
